x, y
0, 1
0.01, 1.01
0.02, 1.02010001
0.03, 1.0303010900999978
0.04, 1.0406043710009614
0.05, 1.051011054710698
0.060000000000000005, 1.0615224152565028
0.07, 1.0721397994044022
0.08, 1.0828646273847204
0.09, 1.093698393623615
0.09999999999999999, 1.1046426674801353
0.10999999999999999, 1.1156990939882707
0.11999999999999998, 1.1268693946033697
0.12999999999999998, 1.1381553679522127
0.13999999999999999, 1.149558890585941
0.15, 1.1610819177349425
0.16, 1.1727264840647078
0.17, 1.1844947044315772
0.18000000000000002, 1.1963887746372006
0.19000000000000003, 1.208410972180441
0.20000000000000004, 1.2205636570053537
0.21000000000000005, 1.2328492722437805
0.22000000000000006, 1.2452703449509948
0.23000000000000007, 1.2578294868327422
0.24000000000000007, 1.2705293949619183
0.25000000000000006, 1.2833728524830268
0.26000000000000006, 1.296362729302463
0.2700000000000001, 1.3095019827625676
0.2800000000000001, 1.3227936582972928
0.2900000000000001, 1.3362408900672262
0.3000000000000001, 1.349846901571614
0.3100000000000001, 1.3636150062349242
0.3200000000000001, 1.3775486079653956
0.3300000000000001, 1.3916512016829083
0.34000000000000014, 1.4059263738134198
0.35000000000000014, 1.420377802747106
0.36000000000000015, 1.4350092592572512
0.37000000000000016, 1.449824606876831
0.38000000000000017, 1.4648278022296326
0.3900000000000002, 1.4800228953126662
0.4000000000000002, 1.4954140297265233
0.4100000000000002, 1.5110054428502455
0.4200000000000002, 1.5268014659571743
0.4300000000000002, 1.5428065242681674
0.4400000000000002, 1.5590251369384778
0.45000000000000023, 1.5754619169745057
0.46000000000000024, 1.592121571076558
0.47000000000000025, 1.609008899403665
0.48000000000000026, 1.6261287952564352
0.49000000000000027, 1.6434862446738536
0.5000000000000002, 1.6610863259398683
0.5100000000000002, 1.6789342089955395
0.5200000000000002, 1.6970351547524773
0.5300000000000002, 1.7153945143032348
0.5400000000000003, 1.7340177280242814
0.5500000000000003, 1.752910324567141
0.5600000000000003, 1.772077919733241
0.5700000000000003, 1.7915262152279998
0.5800000000000003, 1.8112609972896512
0.5900000000000003, 1.831288135188302
0.6000000000000003, 1.8516135795907078
0.6100000000000003, 1.8722433607862654
0.6200000000000003, 1.8931835867697269
0.6300000000000003, 1.914440441176172
0.6400000000000003, 1.9360201810638087
0.6500000000000004, 1.9579291345402152
0.6600000000000004, 1.980173698227699
0.6700000000000004, 2.0027603345635123
0.6800000000000004, 2.025695568930754
0.6900000000000004, 2.048985986615872
0.7000000000000004, 2.0726382295888026
0.7100000000000004, 2.096658993101889
0.7200000000000004, 2.121055022103883
0.7300000000000004, 2.145833107465466
0.7400000000000004, 2.171000082012903
0.7500000000000004, 2.1965628163666375
0.7600000000000005, 2.222528214581824
0.7700000000000005, 2.2489032095880304
0.7800000000000005, 2.2756947584255727
0.7900000000000005, 2.3029098372762062
0.8000000000000005, 2.3305554362861782
